timestamp,HMI_Timestamp,PV_Voltage_V,PV_Current_A,PV_Power_W,Battery_Voltage_V,Battery_Current_A,Battery_Power_W,Avg_Power_to_Battery_W,Daily_Energy_kWh,Daily_Charge_Ah,History_Max_Input_Voltage_V,Lifetime_Energy_Gen_kWh,Lifetime_Charge_Ah,Battery_Temp_C,Air_Temp_C,Humidity_pct,Air_Pressure_inHg,Wind_Speed_ms,Wind_Direction_deg,Solar_Irradiance_Wm2,UV_Index,Est_Efficiency
2026-04-27T00:00:00,04/27/202600:00,20.419999999999998,0.0,0.0,51.7,0.0,0.0,0.0,0.9,16.0,198.7,23836.0,45094.0,17.8,22.5,79.0,29.5,13.169999999999998,165.0,0.0,0.0,
2026-04-27T00:01:01,04/27/202600:01,20.419999999999998,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.52,79.1,29.5,13.300999999999998,164.5,0.0,0.0,
2026-04-27T00:02:00,04/27/202600:02,20.419999999999998,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.54,79.2,29.5,13.431999999999999,164.0,0.0,0.0,
2026-04-27T00:03:00,04/27/202600:03,20.41,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.56,79.3,29.5,13.562999999999999,163.5,0.0,0.0,
2026-04-27T00:04:00,04/27/202600:04,20.4,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.580000000000002,79.4,29.5,13.693999999999999,163.0,0.0,0.0,
2026-04-27T00:05:00,04/27/202600:05,20.4,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.6,79.5,29.5,13.825,162.5,0.0,0.0,
2026-04-27T00:06:00,04/27/202600:06,20.4,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.9,22.619999999999997,79.6,29.5,13.956,162.0,0.0,0.0,
2026-04-27T00:07:00,04/27/202600:07,20.4,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.64,79.7,29.5,14.087,161.5,0.0,0.0,
2026-04-27T00:08:38,04/27/202600:08,20.389999999999997,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.66,79.8,29.5,14.218,161.0,0.0,0.0,
2026-04-27T00:08:50,04/27/202600:08,20.389999999999997,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.68,79.9,29.5,14.349,160.5,0.0,0.0,
2026-04-27T00:09:01,04/27/202600:09,20.389999999999997,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:09:50,04/27/202600:09,20.38,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:10:01,04/27/202600:10,20.369999999999997,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:10:50,04/27/202600:10,20.369999999999997,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:11:01,04/27/202600:11,20.369999999999997,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:12:01,04/27/202600:12,20.369999999999997,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:13:01,04/27/202600:13,20.369999999999997,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:14:01,04/27/202600:14,20.369999999999997,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:15:01,04/27/202600:15,20.38,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.7,80.0,29.5,14.48,160.0,0.0,0.0,
2026-04-27T00:16:01,04/27/202600:16,20.38,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.68,80.1,29.5,14.567000000000002,160.1,0.0,0.0,
2026-04-27T00:17:01,04/27/202600:17,20.38,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.66,80.2,29.5,14.654,160.2,0.0,0.0,
2026-04-27T00:18:01,04/27/202600:18,20.389999999999997,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.64,80.3,29.5,14.741,160.3,0.0,0.0,
2026-04-27T00:19:51,04/27/202600:19,20.4,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.619999999999997,80.4,29.5,14.828,160.4,0.0,0.0,
2026-04-27T00:20:01,04/27/202600:20,20.4,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.6,80.5,29.5,14.915000000000001,160.5,0.0,0.0,
2026-04-27T00:21:00,04/27/202600:21,20.4,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.580000000000002,80.6,29.5,15.002,160.6,0.0,0.0,
2026-04-27T00:22:01,04/27/202600:22,20.4,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.56,80.7,29.5,15.088999999999999,160.7,0.0,0.0,
2026-04-27T00:23:00,04/27/202600:23,20.4,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.54,80.8,29.5,15.175999999999998,160.8,0.0,0.0,
2026-04-27T00:23:03,04/27/202600:23,20.389999999999997,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.52,80.9,29.5,15.263,160.9,0.0,0.0,
2026-04-27T00:24:01,04/27/202600:24,20.38,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.0,29.5,15.35,161.0,0.0,0.0,
2026-04-27T00:24:04,04/27/202600:24,20.38,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.0,29.5,15.35,161.0,0.0,0.0,
2026-04-27T00:25:00,04/27/202600:25,20.38,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.0,29.5,15.35,161.0,0.0,0.0,
2026-04-27T00:26:01,04/27/202600:26,20.38,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.0,29.5,15.35,161.0,0.0,0.0,
2026-04-27T00:27:01,04/27/202600:27,20.38,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.0,29.5,15.35,161.0,0.0,0.0,
2026-04-27T00:28:00,04/27/202600:28,20.38,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.0,29.5,15.35,161.0,0.0,0.0,
2026-04-27T00:29:01,04/27/202600:29,20.38,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.0,29.5,15.35,161.0,0.0,0.0,
2026-04-27T00:31:03,04/27/202600:31,20.38,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.1,29.497000000000003,15.25,161.4,0.0,0.0,
2026-04-27T00:32:01,04/27/202600:32,20.38,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.2,29.494,15.15,161.8,0.0,0.0,
2026-04-27T00:33:01,04/27/202600:33,20.389999999999997,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.3,29.490999999999996,15.05,162.2,0.0,0.0,
2026-04-27T00:34:01,04/27/202600:34,20.4,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.4,29.488,14.95,162.6,0.0,0.0,
2026-04-27T00:34:59,04/27/202600:34,20.389999999999997,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.5,29.485000000000003,14.85,163.0,0.0,0.0,
2026-04-27T00:35:01,04/27/202600:35,20.38,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.6,29.482,14.75,163.4,0.0,0.0,
2026-04-27T00:36:00,04/27/202600:35,20.38,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.7,29.478999999999996,14.65,163.8,0.0,0.0,
2026-04-27T00:36:01,04/27/202600:36,20.38,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.8,29.476,14.55,164.2,0.0,0.0,
2026-04-27T00:37:01,04/27/202600:37,20.38,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,81.9,29.473000000000003,14.45,164.6,0.0,0.0,
2026-04-27T00:38:01,04/27/202600:38,20.38,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,82.0,29.47,14.35,165.0,0.0,0.0,
2026-04-27T00:39:00,04/27/202600:39,20.38,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,82.0,29.47,14.35,165.0,0.0,0.0,
2026-04-27T00:40:00,04/27/202600:39,20.369999999999997,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,82.0,29.47,14.35,165.0,0.0,0.0,
2026-04-27T00:40:01,04/27/202600:40,20.36,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.5,82.0,29.47,14.35,165.0,0.0,0.0,
2026-04-27T00:42:14,04/27/202600:42,20.36,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.490000000000002,82.0,29.47,14.35,165.0,0.0,0.0,
2026-04-27T00:42:59,04/27/202600:42,20.36,0.0,0.0,51.69,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.48,82.0,29.47,14.076999999999998,164.2,0.0,0.0,
2026-04-27T00:43:00,04/27/202600:43,20.36,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.47,82.0,29.47,13.803999999999998,163.4,0.0,0.0,
2026-04-27T00:44:00,04/27/202600:43,20.36,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.46,82.0,29.47,13.531,162.6,0.0,0.0,
2026-04-27T00:44:01,04/27/202600:44,20.36,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.45,82.0,29.47,13.258,161.8,0.0,0.0,
2026-04-27T00:45:00,04/27/202600:45,20.35,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.439999999999998,82.0,29.47,12.985,161.0,0.0,0.0,
2026-04-27T00:46:00,04/27/202600:45,20.35,0.0,0.0,51.68000000000001,0.0,0.0,0.0,0.0,0.0,198.7,23845.0,45110.0,17.8,22.43,82.0,29.47,12.754999999999999,160.7,0.0,0.0,
