timestamp,HMI_Timestamp,PV_Voltage_V,PV_Current_A,PV_Power_W,Battery_Voltage_V,Battery_Current_A,Battery_Power_W,Avg_Power_to_Battery_W,Daily_Energy_kWh,Daily_Charge_Ah,History_Max_Input_Voltage_V,Lifetime_Energy_Gen_kWh,Lifetime_Charge_Ah,Battery_Temp_C,Air_Temp_C,Humidity_pct,Air_Pressure_inHg,Wind_Speed_ms,Wind_Direction_deg,Solar_Irradiance_Wm2,UV_Index,Est_Efficiency
2026-05-01T00:00:00,05/01/202600:00,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.9,17.0,198.7,23869.0,45155.0,17.5,11.3,66.0,30.03,3.6700000000000004,14.0,0.0,0.0,
2026-05-01T00:01:01,05/01/202600:01,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.3,66.0,30.03,3.6700000000000004,14.0,0.0,0.0,
2026-05-01T00:02:01,05/01/202600:02,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.280000000000001,66.1,30.03,3.757,13.7,0.0,0.0,
2026-05-01T00:03:01,05/01/202600:03,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.260000000000002,66.2,30.03,3.844,13.4,0.0,0.0,
2026-05-01T00:04:01,05/01/202600:04,20.5,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.24,66.3,30.03,3.931,13.1,0.0,0.0,
2026-05-01T00:05:01,05/01/202600:05,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.22,66.4,30.03,4.018,12.8,0.0,0.0,
2026-05-01T00:06:01,05/01/202600:06,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.2,66.5,30.03,4.1049999999999995,12.5,0.0,0.0,
2026-05-01T00:07:01,05/01/202600:07,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.18,66.6,30.03,4.192,12.2,0.0,0.0,
2026-05-01T00:08:01,05/01/202600:08,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.16,66.7,30.03,4.279,11.9,0.0,0.0,
2026-05-01T00:09:01,05/01/202600:09,20.5,0.0,0.0,51.71,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.14,66.8,30.03,4.366,11.6,0.0,0.0,
2026-05-01T00:11:04,05/01/202600:11,20.5,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.120000000000001,66.9,30.03,4.453,11.3,0.0,0.0,
2026-05-01T00:12:00,05/01/202600:12,20.5,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.1,67.0,30.03,4.54,11.0,0.0,0.0,
2026-05-01T00:13:01,05/01/202600:13,20.5,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.1,67.0,30.03,4.54,11.0,0.0,0.0,
2026-05-01T00:13:20,05/01/202600:13,20.509999999999998,0.0,0.0,51.7,0.0,0.0,0.0,0.0,0.0,198.7,23878.0,45172.0,17.5,11.1,67.0,30.03,4.54,11.0,0.0,0.0,
