timestamp,HMI_Timestamp,PV_Voltage_V,PV_Current_A,PV_Power_W,Battery_Voltage_V,Battery_Current_A,Battery_Power_W,Avg_Power_to_Battery_W,Daily_Energy_kWh,Daily_Charge_Ah,History_Max_Input_Voltage_V,Lifetime_Energy_Gen_kWh,Lifetime_Charge_Ah,Battery_Temp_C,Air_Temp_C,Humidity_pct,Air_Pressure_inHg,Wind_Speed_ms,Wind_Direction_deg,Solar_Irradiance_Wm2,UV_Index,Est_Efficiency
2026-04-29T00:00:48,04/29/202600:00,20.54,0.0,0.0,51.67,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.4,80.0,29.940000000000005,6.709999999999999,37.0,0.0,0.0,
2026-04-29T00:01:00,04/29/202600:01,20.54,0.0,0.0,51.660000000000004,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.4,80.0,29.940000000000005,6.709999999999999,37.0,0.0,0.0,
2026-04-29T00:01:48,04/29/202600:01,20.54,0.0,0.0,51.660000000000004,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.370000000000001,80.1,29.940000000000005,6.567,36.1,0.0,0.0,
2026-04-29T00:02:01,04/29/202600:02,20.54,0.0,0.0,51.660000000000004,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.34,80.2,29.940000000000005,6.4239999999999995,35.2,0.0,0.0,
2026-04-29T00:03:00,04/29/202600:03,20.54,0.0,0.0,51.65,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.309999999999999,80.3,29.940000000000005,6.281000000000001,34.3,0.0,0.0,
2026-04-29T00:03:48,04/29/202600:03,20.54,0.0,0.0,51.65,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.28,80.4,29.940000000000005,6.138,33.4,0.0,0.0,
2026-04-29T00:04:01,04/29/202600:04,20.54,0.0,0.0,51.65,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.25,80.5,29.940000000000005,5.995,32.5,0.0,0.0,
2026-04-29T00:04:48,04/29/202600:04,20.54,0.0,0.0,51.65,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.22,80.6,29.940000000000005,5.852,31.6,0.0,0.0,
2026-04-29T00:05:00,04/29/202600:05,20.54,0.0,0.0,51.65,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.190000000000001,80.7,29.940000000000005,5.7090000000000005,30.7,0.0,0.0,
2026-04-29T00:05:49,04/29/202600:05,20.55,0.0,0.0,51.65,0.0,0.0,0.0,0.0,0.0,198.7,23861.0,45140.0,17.8,12.16,80.8,29.940000000000005,5.566000000000001,29.8,0.0,0.0,
