timestamp,PC1,PC2,PC3,PC4,PC5,PC6,solar_generation_mw
2016-01-01 00:00:00+00:00,-2.3670045069299324,-0.7941757200402648,-0.21413960225407488,-1.1548756597999776,-0.06776863319489154,0.04779573977550161,0.0
2016-01-01 01:00:00+00:00,-2.2004258084949537,-0.6279366140486212,-0.26712702870987115,-0.902779359357772,-0.007854263927257688,-0.15433829470416913,0.0
2016-01-01 02:00:00+00:00,-2.199677588434645,-0.44540470997352377,-0.5872387109528382,-0.8425547191892071,0.1194339335147775,-0.20973245851995537,0.0
2016-01-01 03:00:00+00:00,-2.31830032931784,-0.5133930818707371,-0.36515982755682025,-0.9630934897992951,0.15374362737522906,-0.27395650555135415,0.0
2016-01-01 04:00:00+00:00,-2.351901422254665,-0.7671943452429011,-0.12365544029716166,-1.2148763326789207,0.17849418437736747,-0.4292365725942564,0.0
2016-01-01 05:00:00+00:00,-2.4952034638954377,-0.746587965354772,-0.2717939685927043,-1.3173905597506705,0.159455016610557,-0.20338796583554505,0.0
2016-01-01 06:00:00+00:00,-2.5248852161521174,-0.7076141576040347,-0.38289351622639334,-1.363387229013802,0.24452010017039796,-0.2710782802371792,0.0
2016-01-01 07:00:00+00:00,-2.469740081833756,-0.509950950139218,-0.468513604114237,-1.2422901852561428,0.2063504270209935,-0.15011063130670074,27.4
2016-01-01 08:00:00+00:00,-2.275180181815667,-0.13791638996031919,-0.6180407949833719,-1.336225604010597,0.24272024574028442,-0.09695900229645336,220.2
2016-01-01 09:00:00+00:00,-1.979481647966438,0.3250467750696768,-0.471766558275753,-1.190749078663763,0.20752849019793929,-0.11661021641748988,724.6
2016-01-01 10:00:00+00:00,-1.7561326608636012,0.5263309838292787,-0.8339329399966242,-1.240754833972882,0.0335668898629185,0.30235328654417737,1478.0
2016-01-01 11:00:00+00:00,-1.6111032160575258,0.6144862269247084,-0.5347006563506194,-1.100410203413176,-0.015584491084872698,0.18409967043673064,2302.2
2016-01-01 12:00:00+00:00,-1.6524769379796567,0.4890858448041444,-0.6632605730761583,-1.1865075819184376,0.11905950874208861,-0.025735997158080073,3018.2
2016-01-01 13:00:00+00:00,-1.87584606268658,-0.195576019392939,-0.43105847966481814,-1.47345329523677,-0.024965061635726316,0.08211966322187939,3313.8
2016-01-01 14:00:00+00:00,-2.1932762317991084,-0.07710542436849588,-0.8940142456882502,-1.0943996232497641,0.2367188726460078,-0.08334007371255567,2977.6
2016-01-01 15:00:00+00:00,-2.1820991574304225,-0.1323589979614781,-0.8295663655018012,-0.6067085920234614,0.1736299919156632,-0.1632174951477967,2234.4
2016-01-01 16:00:00+00:00,-2.3809091148860837,-0.4001749863390775,-0.634386963472377,-0.9114829426315196,0.09079560757534903,0.020561567291160605,1410.2
2016-01-01 17:00:00+00:00,-2.423346375843174,-0.29909549683712844,-1.0765969034545506,-1.1118874588902474,0.4553137053612478,-0.3671041552651485,666.8
2016-01-01 18:00:00+00:00,-2.46580198207804,-0.3842900333364445,-1.0367212230100158,-1.2609566156837255,0.5307432253935331,-0.49014496501742794,178.4
2016-01-01 19:00:00+00:00,-2.47193937960753,-0.5631315677409845,-0.6005823031741001,-1.2351319344518907,0.27800999589142567,-0.26142528443814655,10.2
